protocol,scenario,seed,run_index,encode_p50_ns,encode_p99_ns,encode_p999_ns,encode_p9999_ns,encode_mean_ns,encode_min_ns,encode_max_ns,encode_stddev_ns,encode_cv,encode_tar_p99,encode_tar_p999,encode_tar_p9999,decode_p50_ns,decode_p99_ns,decode_p999_ns,decode_p9999_ns,decode_mean_ns,decode_min_ns,decode_max_ns,decode_stddev_ns,decode_cv,decode_tar_p99,decode_tar_p999,decode_tar_p9999,rt_p50_ns,rt_p99_ns,rt_p999_ns,rt_p9999_ns,rt_mean_ns,rt_min_ns,rt_max_ns,rt_stddev_ns,rt_cv,rt_lsc,rt_tar_p99,rt_tar_p999,rt_tar_p9999,size_median,size_mean,size_min,size_max,throughput_msg_sec,throughput_bytes_sec,throughput_corpus_exhausted,throughput_processed,total_messages,warmup_messages,measured_messages
json,order,50,8,394,474,735,3341,401.8,349,368127,1074.4,2.673996,1.2030,1.8655,8.4797,668,715,782,3731,675.4,616,347647,1059.2,1.568278,1.0704,1.1707,5.5853,1063,1156,3759,5071,1077.2,979,369407,1512.2,1.403872,0.014111,1.0875,3.5362,4.7705,202.0,202.1,193,209,945150.4,191042244.3,true,495000,500000,5000,495000
json,order,51,9,394,475,711,3197,398.1,347,5703,62.1,0.156023,1.2056,1.8046,8.1142,669,720,768,3539,672.8,618,5131,73.6,0.109442,1.0762,1.1480,5.2900,1064,1159,3723,4017,1070.9,984,6427,97.4,0.090996,0.015038,1.0893,3.4991,3.7754,202.0,202.1,193,209,943894.6,190781819.0,true,495000,500000,5000,495000
json,order,52,10,406,485,722,3213,409.9,355,11951,66.5,0.162132,1.1946,1.7783,7.9138,671,720,764,3523,674.6,617,7811,75.0,0.111145,1.0730,1.1386,5.2504,1078,1170,3733,4065,1084.5,995,12743,101.5,0.093619,0.014842,1.0853,3.4629,3.7709,202.0,202.1,193,209,946014.9,191218164.7,true,495000,500000,5000,495000
json,order,53,11,411,494,728,3195,415.9,356,19503,80.0,0.192357,1.2019,1.7713,7.7737,667,711,768,3627,670.2,615,11367,78.6,0.117258,1.0660,1.1514,5.4378,1079,1174,3759,4199,1086.0,1002,20383,113.6,0.104569,0.013902,1.0880,3.4838,3.8916,202.0,202.1,193,209,947465.0,191511085.7,true,495000,500000,5000,495000
json,order,54,12,394,475,724,3269,398.1,345,10951,67.1,0.168479,1.2056,1.8376,8.2970,666,708,758,3589,668.8,613,12751,76.9,0.114946,1.0631,1.1381,5.3889,1060,1155,3673,4195,1066.9,985,13151,103.4,0.096867,0.014151,1.0896,3.4651,3.9575,202.0,202.1,193,209,947293.7,191481816.6,true,495000,500000,5000,495000
json,order,55,13,394,475,734,3171,398.2,351,10847,65.5,0.164444,1.2056,1.8629,8.0482,666,708,751,3487,669.3,620,10383,73.3,0.109471,1.0631,1.1276,5.2357,1061,1153,3717,4023,1067.6,991,11599,99.4,0.093145,0.014138,1.0867,3.5033,3.7917,202.0,202.1,193,209,945170.2,191051392.9,true,495000,500000,5000,495000
json,order,56,14,412,494,733,3267,416.4,366,5791,62.7,0.150620,1.1990,1.7791,7.9296,683,727,775,3583,686.4,622,12183,78.1,0.113744,1.0644,1.1347,5.2460,1096,1192,3797,4093,1102.8,1016,12599,101.5,0.092013,0.013686,1.0876,3.4644,3.7345,202.0,202.1,193,209,944537.9,190917073.7,true,495000,500000,5000,495000
json,order,57,15,401,481,728,3187,404.8,344,8051,61.5,0.151878,1.1995,1.8155,7.9476,683,727,815,3511,685.7,620,5123,74.7,0.109009,1.0644,1.1933,5.1406,1084,1179,3739,4029,1090.5,985,8863,98.2,0.090059,0.013838,1.0876,3.4493,3.7168,202.0,202.1,193,209,945232.8,191057331.1,true,495000,500000,5000,495000
json,order,58,16,395,475,719,3407,399.1,344,19231,79.8,0.199966,1.2025,1.8203,8.6253,668,712,827,4005,671.1,615,18447,97.2,0.144849,1.0659,1.2380,5.9955,1063,1161,3819,4895,1070.3,982,20079,127.1,0.118774,0.015052,1.0922,3.5927,4.6049,202.0,202.1,193,209,944064.3,190820891.1,true,495000,500000,5000,495000
json,order,59,17,393,474,716,3301,397.6,349,11527,62.0,0.155864,1.2061,1.8219,8.3995,667,710,761,3711,670.3,619,19455,89.8,0.134033,1.0645,1.1409,5.5637,1061,1153,3811,4255,1067.9,987,19855,110.2,0.103188,0.014138,1.0867,3.5919,4.0104,202.0,202.1,193,209,946626.4,191338235.0,true,495000,500000,5000,495000
json,order,60,18,409,489,744,3431,413.7,348,12895,80.5,0.194601,1.1956,1.8191,8.3888,665,708,760,3827,668.7,614,12015,92.3,0.138055,1.0647,1.1429,5.7549,1075,1166,3793,5115,1082.4,987,13735,123.9,0.114430,0.013953,1.0847,3.5284,4.7581,202.0,202.1,193,209,947902.8,191597644.4,true,495000,500000,5000,495000
json,order,61,19,394,474,707,3443,398.0,347,19279,76.1,0.191091,1.2030,1.7944,8.7386,667,711,765,3831,670.7,616,19167,105.0,0.156589,1.0660,1.1469,5.7436,1062,1154,3835,4471,1068.7,983,20127,130.8,0.122349,0.014124,1.0866,3.6111,4.2100,202.0,202.1,193,209,944239.8,190861948.0,true,495000,500000,5000,495000
json,order,62,20,406,486,733,3273,410.6,354,5463,61.9,0.150665,1.1970,1.8054,8.0616,670,720,800,3693,673.3,613,18591,88.7,0.131776,1.0746,1.1940,5.5119,1077,1174,3783,4339,1084.0,994,19007,109.3,0.100830,0.014856,1.0901,3.5125,4.0288,202.0,202.1,193,209,938853.8,189767277.7,true,495000,500000,5000,495000
json,order,63,21,406,487,734,3199,410.0,347,5059,61.1,0.148987,1.1995,1.8079,7.8793,666,712,847,3535,669.7,615,12887,78.7,0.117479,1.0691,1.2718,5.3078,1073,1171,3747,4027,1079.7,980,13287,101.1,0.093646,0.013979,1.0913,3.4921,3.7530,202.0,202.1,193,209,944658.7,190945112.9,true,495000,500000,5000,495000
json,order,64,22,406,487,731,3589,410.4,353,18255,91.9,0.223886,1.1995,1.8005,8.8399,668,711,766,3989,671.3,618,17455,98.1,0.146119,1.0644,1.1467,5.9716,1074,1168,3853,7391,1081.7,997,19087,135.7,0.125413,0.013966,1.0875,3.5875,6.8818,202.0,202.1,193,209,945323.9,191076257.7,true,495000,500000,5000,495000
json,order,65,23,409,489,733,3317,412.9,363,11487,66.2,0.160365,1.1956,1.7922,8.1100,674,724,777,3677,677.5,615,18623,89.2,0.131722,1.0742,1.1528,5.4555,1084,1178,3795,4267,1090.3,1003,19039,112.6,0.103278,0.014760,1.0867,3.5009,3.9363,202.0,202.1,193,209,939483.2,189899641.2,true,495000,500000,5000,495000
json,order,66,24,394,475,725,3473,398.4,346,17983,81.5,0.204474,1.2056,1.8401,8.8147,668,713,768,3925,671.2,615,20831,98.1,0.146141,1.0674,1.1497,5.8757,1063,1156,3741,5215,1069.6,986,21231,129.2,0.120758,0.014111,1.0875,3.5193,4.9059,202.0,202.1,193,209,946649.6,191347790.3,true,495000,500000,5000,495000
json,order,67,25,395,475,708,3253,399.0,347,12911,64.9,0.162718,1.2025,1.7924,8.2354,666,706,757,3573,668.3,619,11415,75.7,0.113216,1.0601,1.1366,5.3649,1061,1152,3673,4077,1067.3,985,13823,100.9,0.094560,0.014138,1.0858,3.4618,3.8426,202.0,202.1,193,209,946874.3,191389248.7,true,495000,500000,5000,495000
json,order,68,26,405,485,727,3487,409.8,342,9503,66.5,0.162254,1.1975,1.7951,8.6099,667,712,830,3863,670.2,615,11855,85.8,0.128064,1.0675,1.2444,5.7916,1073,1166,3965,4495,1080.0,997,12247,110.8,0.102556,0.013979,1.0867,3.6952,4.1892,202.0,202.1,193,209,946791.9,191371150.6,true,495000,500000,5000,495000
json,order,69,27,394,474,728,3287,398.1,345,32303,83.6,0.209976,1.2030,1.8477,8.3426,671,724,777,3695,675.0,619,32415,93.3,0.138173,1.0790,1.1580,5.5067,1066,1162,3825,4311,1073.2,979,33151,126.8,0.118120,0.015947,1.0901,3.5882,4.0441,202.0,202.1,193,209,945758.0,191169461.0,true,495000,500000,5000,495000
json,order,70,28,406,485,743,3251,410.2,348,12423,65.5,0.159580,1.1946,1.8300,8.0074,667,714,794,3615,670.6,615,11407,77.0,0.114845,1.0705,1.1904,5.4198,1074,1171,3765,4115,1080.8,998,13311,102.6,0.094963,0.013966,1.0903,3.5056,3.8315,202.0,202.1,193,209,943973.7,190806130.9,true,495000,500000,5000,495000
json,order,71,29,394,473,723,3263,398.5,348,17519,70.3,0.176402,1.2005,1.8350,8.2817,667,709,771,3597,670.1,615,6043,75.0,0.111937,1.0630,1.1559,5.3928,1062,1155,3783,4111,1068.6,986,18527,104.2,0.097550,0.014124,1.0876,3.5621,3.8710,202.0,202.1,193,209,943361.4,190676325.4,true,495000,500000,5000,495000
json,tick,42,0,341,402,483,3013,343.4,312,11503,57.7,0.168065,1.1789,1.4164,8.8358,532,562,581,3253,534.3,491,10999,67.0,0.125410,1.0564,1.0921,6.1147,874,937,1253,3721,877.7,815,12087,89.1,0.101536,0.012586,1.0721,1.4336,4.2574,179.0,178.5,173,181,1094646.8,195435877.9,true,995000,1000000,5000,995000
json,tick,43,1,377,438,527,3041,379.5,328,9207,57.3,0.150919,1.1618,1.3979,8.0663,535,563,577,3215,536.7,492,14543,65.2,0.121471,1.0523,1.0785,6.0093,912,976,1304,3667,916.2,833,14911,87.3,0.095285,0.012061,1.0702,1.4298,4.0208,179.0,178.5,173,181,1129599.9,201678275.3,true,995000,1000000,5000,995000
json,tick,44,2,341,402,491,3027,343.4,313,11407,54.4,0.158418,1.1789,1.4399,8.8768,532,562,578,3243,533.9,488,8027,65.3,0.122310,1.0564,1.0865,6.0959,874,938,1259,3663,877.3,812,12031,85.6,0.097593,0.012586,1.0732,1.4405,4.1911,179.0,178.5,173,181,1074970.4,191926254.1,true,995000,1000000,5000,995000
json,tick,45,3,375,438,529,3159,378.2,326,327935,335.5,0.887200,1.1680,1.4107,8.4240,537,565,585,3379,538.5,487,20351,75.1,0.139514,1.0521,1.0894,6.2924,913,980,1302,3931,916.7,829,329215,344.7,0.376046,0.012048,1.0734,1.4261,4.3056,179.0,178.5,173,181,1124398.3,200749582.5,true,995000,1000000,5000,995000
json,tick,46,4,368,429,509,3129,370.2,331,10367,55.2,0.149045,1.1658,1.3832,8.5027,535,565,583,3331,536.6,490,18111,68.8,0.128192,1.0561,1.0897,6.2262,903,967,1284,3795,906.8,840,18463,89.0,0.098180,0.013289,1.0709,1.4219,4.2027,179.0,178.5,173,181,1089478.9,194512243.2,true,995000,1000000,5000,995000
json,tick,47,5,344,404,478,3197,345.7,314,14239,62.5,0.180861,1.1744,1.3895,9.2936,532,562,579,3489,534.5,486,14495,75.6,0.141439,1.0564,1.0883,6.5583,876,940,1234,4009,880.2,817,14863,98.7,0.112128,0.012557,1.0731,1.4087,4.5765,179.0,178.5,173,181,1093938.5,195309921.9,true,995000,1000000,5000,995000
json,tick,48,6,364,425,520,3103,366.4,322,17135,61.0,0.166486,1.1676,1.4286,8.5247,534,562,576,3315,535.4,489,23871,72.4,0.135213,1.0524,1.0787,6.2079,898,961,1289,3851,901.8,826,24223,95.4,0.105753,0.013363,1.0702,1.4354,4.2884,179.0,178.5,173,181,1094731.7,195451848.4,true,995000,1000000,5000,995000
json,tick,49,7,341,403,484,3057,343.7,314,19775,59.0,0.171757,1.1818,1.4194,8.9648,532,562,588,3255,533.9,489,18703,72.3,0.135381,1.0564,1.1053,6.1184,874,938,1244,3745,877.6,815,20511,93.9,0.106975,0.012586,1.0732,1.4233,4.2849,179.0,178.5,173,181,1095549.4,195598708.6,true,995000,1000000,5000,995000
json,tick,50,8,341,403,485,3141,343.9,313,18863,57.8,0.168145,1.1818,1.4223,9.2111,532,562,584,3363,533.9,490,11167,67.9,0.127146,1.0564,1.0977,6.3214,874,939,1254,3779,877.8,813,19567,89.9,0.102476,0.013730,1.0744,1.4348,4.3238,179.0,178.5,173,181,1095228.7,195541381.0,true,995000,1000000,5000,995000
json,tick,51,9,341,402,492,3175,343.4,314,11215,59.0,0.171800,1.1789,1.4428,9.3109,532,562,580,3471,534.0,489,20063,77.1,0.144464,1.0564,1.0902,6.5244,874,937,1259,3963,877.4,813,20399,97.8,0.111437,0.012586,1.0721,1.4405,4.5343,179.0,178.5,173,181,1094168.4,195351212.7,true,995000,1000000,5000,995000
json,tick,52,10,377,439,537,3213,380.2,320,17967,69.8,0.183543,1.1645,1.4244,8.5225,534,563,620,3357,536.2,489,18191,76.2,0.142107,1.0543,1.1610,6.2865,912,979,1309,3929,916.4,825,18591,104.0,0.113544,0.013158,1.0735,1.4353,4.3081,179.0,178.5,173,181,1132424.3,202179984.1,true,995000,1000000,5000,995000
json,tick,53,11,344,405,488,3101,346.4,313,11135,55.3,0.159557,1.1773,1.4186,9.0145,532,561,574,3345,533.5,488,13559,68.2,0.127767,1.0545,1.0789,6.2876,876,940,1245,3789,880.0,818,13903,88.2,0.100287,0.013699,1.0731,1.4212,4.3253,179.0,178.5,173,181,1078969.9,192639135.9,true,995000,1000000,5000,995000
json,tick,54,12,341,403,482,3283,343.2,312,13167,59.2,0.172413,1.1818,1.4135,9.6276,533,563,586,3467,534.7,487,18207,72.0,0.134655,1.0563,1.0994,6.5047,874,940,1235,3921,877.9,812,18527,93.9,0.106935,0.012586,1.0755,1.4130,4.4863,179.0,178.5,173,181,1089473.9,194514367.0,true,995000,1000000,5000,995000
json,tick,55,13,341,402,479,3085,343.3,313,17887,59.5,0.173252,1.1789,1.4047,9.0469,532,562,578,3407,534.1,487,32351,85.2,0.159563,1.0564,1.0865,6.4041,874,936,1241,3853,877.4,814,32687,104.4,0.119017,0.012586,1.0709,1.4199,4.4085,179.0,178.5,173,181,1095358.1,195565574.3,true,995000,1000000,5000,995000
json,tick,56,14,341,403,506,3101,346.3,312,367359,907.7,2.621406,1.1818,1.4839,9.0938,532,562,576,3383,535.4,485,368383,697.5,1.302716,1.0564,1.0827,6.3590,874,937,1301,3897,881.7,811,369151,1146.7,1.300647,0.012586,1.0721,1.4886,4.4588,179.0,178.5,173,181,1095765.3,195635826.4,true,995000,1000000,5000,995000
json,tick,57,15,364,426,519,3253,366.6,324,13607,63.8,0.174119,1.1703,1.4258,8.9368,534,563,590,3445,535.7,488,17743,81.4,0.151984,1.0543,1.1049,6.4513,898,964,1281,4111,902.3,826,18111,104.2,0.115483,0.012249,1.0735,1.4265,4.5780,179.0,178.5,173,181,1095361.2,195564801.6,true,995000,1000000,5000,995000
json,tick,58,16,342,403,483,3109,344.2,314,9815,57.7,0.167616,1.1784,1.4123,9.0906,532,563,683,3371,534.6,486,12047,69.6,0.130169,1.0583,1.2838,6.3365,875,943,1255,3823,878.8,815,12391,92.1,0.104814,0.012571,1.0777,1.4343,4.3691,179.0,178.5,173,181,1094654.5,195437947.1,true,995000,1000000,5000,995000
json,tick,59,17,377,439,527,3271,379.8,320,18271,66.4,0.174915,1.1645,1.3979,8.6764,534,562,583,3499,535.8,477,19343,82.0,0.153016,1.0524,1.0918,6.5524,911,975,1311,4111,915.6,811,19727,106.1,0.115863,0.012075,1.0703,1.4391,4.5126,179.0,178.5,173,181,1130946.4,201919480.6,true,995000,1000000,5000,995000
json,tick,60,18,341,403,483,3159,343.8,313,16623,58.0,0.168842,1.1818,1.4164,9.2639,532,562,612,3403,534.0,487,18335,76.1,0.142497,1.0564,1.1504,6.3966,874,941,1249,3877,877.8,813,18655,96.3,0.109677,0.012586,1.0767,1.4291,4.4359,179.0,178.5,173,181,1095094.1,195516213.8,true,995000,1000000,5000,995000
json,tick,61,19,364,425,508,3045,366.2,327,5535,53.7,0.146700,1.1676,1.3956,8.3654,534,564,579,3239,535.8,485,12103,66.2,0.123461,1.0562,1.0843,6.0655,898,962,1280,3669,902.1,834,12463,85.9,0.095210,0.013363,1.0713,1.4254,4.0857,179.0,178.5,173,181,1095016.4,195504643.5,true,995000,1000000,5000,995000
json,tick,62,20,341,402,480,3087,343.2,313,7487,52.7,0.153705,1.1789,1.4076,9.0528,532,562,579,3315,533.9,484,11423,66.1,0.123832,1.0564,1.0883,6.2312,873,937,1243,3699,877.1,812,11751,85.1,0.097039,0.012600,1.0733,1.4238,4.2371,179.0,178.5,173,181,1095005.2,195501410.3,true,995000,1000000,5000,995000
json,tick,63,21,341,402,485,3195,343.6,312,17151,61.4,0.178646,1.1789,1.4223,9.3695,532,562,579,3491,534.4,480,17807,79.9,0.149560,1.0564,1.0883,6.5620,874,938,1254,4011,877.9,812,18143,101.3,0.115395,0.012586,1.0732,1.4348,4.5892,179.0,178.5,173,181,1094579.4,195424993.9,true,995000,1000000,5000,995000
json,tick,64,22,367,425,517,3113,368.7,340,7983,53.7,0.145729,1.1580,1.4087,8.4823,528,557,575,3305,529.8,479,8791,65.4,0.123441,1.0549,1.0890,6.2595,895,957,1273,3727,898.5,840,9159,85.2,0.094773,0.011173,1.0693,1.4223,4.1642,179.0,178.5,173,181,1067553.0,190600553.8,true,995000,1000000,5000,995000
json,tick,65,23,341,402,479,3117,343.1,313,12015,55.1,0.160578,1.1789,1.4047,9.1408,533,563,581,3369,534.6,487,16559,70.2,0.131288,1.0563,1.0901,6.3208,874,937,1239,3781,877.7,812,16895,89.7,0.102250,0.012586,1.0721,1.4176,4.3261,179.0,178.5,173,181,1089552.7,194527190.6,true,995000,1000000,5000,995000
json,tick,66,24,375,436,522,3069,377.8,324,17679,61.1,0.161582,1.1627,1.3920,8.1840,534,563,579,3259,535.8,486,19327,75.8,0.141516,1.0543,1.0843,6.1030,910,973,1300,3851,913.7,836,19679,97.9,0.107137,0.013187,1.0692,1.4286,4.2319,179.0,178.5,173,181,1132308.2,202161543.9,true,995000,1000000,5000,995000
json,tick,67,25,341,403,491,3033,344.4,312,356607,562.9,1.634598,1.1818,1.4399,8.8944,532,562,587,3333,536.8,488,338687,903.9,1.683809,1.0564,1.1034,6.2650,874,938,1293,3877,881.2,811,357887,1066.7,1.210493,0.012586,1.0732,1.4794,4.4359,179.0,178.5,173,181,1095586.4,195606309.2,true,995000,1000000,5000,995000
json,tick,68,26,342,404,489,3025,344.3,312,17919,58.6,0.170119,1.1813,1.4298,8.8450,535,567,582,3289,536.4,485,18687,71.1,0.132523,1.0598,1.0879,6.1477,877,941,1244,3763,880.7,816,19023,92.6,0.105166,0.013683,1.0730,1.4185,4.2908,179.0,178.5,173,181,1092658.5,195082901.4,true,995000,1000000,5000,995000
json,tick,69,27,381,443,534,3059,382.5,324,11391,58.1,0.152001,1.1627,1.4016,8.0289,534,564,582,3253,536.1,490,18895,72.4,0.135008,1.0562,1.0899,6.0918,915,982,1306,3771,918.6,824,19295,93.6,0.101840,0.016393,1.0732,1.4273,4.1213,179.0,178.5,173,181,1131881.8,202084501.0,true,995000,1000000,5000,995000
json,tick,70,28,372,433,521,3091,374.6,328,17951,65.1,0.173814,1.1640,1.4005,8.3091,534,562,578,3341,535.8,487,26767,81.3,0.151661,1.0524,1.0824,6.2566,906,970,1290,3867,910.4,827,27135,104.7,0.114954,0.013245,1.0706,1.4238,4.2682,179.0,178.5,173,181,1132678.1,202227642.0,true,995000,1000000,5000,995000
json,tick,71,29,377,438,528,3093,379.1,322,10919,60.1,0.158482,1.1618,1.4005,8.2042,541,579,597,3363,543.9,492,19999,78.9,0.145122,1.0702,1.1035,6.2163,919,983,1305,3913,923.0,825,20383,99.5,0.107763,0.014146,1.0696,1.4200,4.2579,179.0,178.5,173,181,1126541.4,201131677.3,true,995000,1000000,5000,995000
protobuf,book_large,42,0,3991,4763,7319,9631,4002.9,3140,13799,439.0,0.109674,1.1934,1.8339,2.4132,6607,7583,10351,16071,6614.5,5452,37471,625.7,0.094589,1.1477,1.5667,2.4324,10607,12447,15119,20335,10616.8,8680,41951,997.6,0.093966,0.075233,1.1735,1.4254,1.9171,1838.0,1837.7,1414,2224,97213.4,178651339.9,true,95000,100000,5000,95000
protobuf,book_large,43,1,3999,4815,7327,11335,4004.6,3124,25599,458.9,0.114597,1.2041,1.8322,2.8345,6467,7499,10295,15023,6483.5,5320,24719,614.8,0.094823,1.1596,1.5919,2.3230,10471,12335,15039,22831,10487.6,8504,33247,995.9,0.094963,0.075351,1.1780,1.4363,2.1804,1838.0,1838.9,1414,2224,97155.2,178662456.4,true,95000,100000,5000,95000
protobuf,book_large,44,2,3975,4747,7347,9687,3992.3,3090,16247,440.1,0.110241,1.1942,1.8483,2.4370,6447,7511,10191,14071,6463.8,5328,21711,604.8,0.093564,1.1650,1.5807,2.1826,10431,12311,14919,19423,10455.6,8496,26271,984.6,0.094173,0.076503,1.1802,1.4303,1.8620,1839.0,1838.9,1413,2224,96877.5,178148804.2,true,95000,100000,5000,95000
protobuf,book_large,45,3,3979,4747,7319,11327,3990.6,3094,22495,448.7,0.112434,1.1930,1.8394,2.8467,6411,7415,10255,14503,6431.2,5352,24127,613.3,0.095362,1.1566,1.5996,2.2622,10399,12247,14951,21711,10421.3,8496,29711,992.1,0.095200,0.076546,1.1777,1.4377,2.0878,1838.0,1838.2,1414,2224,97480.8,179189495.6,true,95000,100000,5000,95000
protobuf,book_large,46,4,3947,4723,7251,9767,3958.2,3096,35487,446.4,0.112768,1.1966,1.8371,2.4745,6451,7479,10167,13599,6474.5,5292,38911,609.3,0.094108,1.1594,1.5760,2.1080,10415,12247,14823,19855,10432.2,8504,43167,987.3,0.094641,0.075852,1.1759,1.4232,1.9064,1838.0,1837.9,1414,2224,96936.5,178158744.4,true,95000,100000,5000,95000
protobuf,book_large,47,5,3959,4731,7499,8991,3971.3,3102,13911,440.3,0.110873,1.1950,1.8942,2.2710,6495,7499,10415,12511,6507.8,5324,17423,604.6,0.092904,1.1546,1.6035,1.9263,10463,12407,15167,18527,10478.6,8544,21887,981.6,0.093673,0.075791,1.1858,1.4496,1.7707,1839.0,1837.9,1414,2224,97445.9,179096941.6,true,95000,100000,5000,95000
protobuf,book_large,48,6,3953,4775,7343,10047,3968.7,3046,22287,454.6,0.114546,1.2079,1.8576,2.5416,6463,7523,10279,16463,6486.9,5316,39711,634.3,0.097780,1.1640,1.5904,2.5473,10423,12359,15039,21231,10455.1,8464,44031,1017.3,0.097299,0.076466,1.1857,1.4429,2.0369,1837.0,1837.5,1413,2224,97059.5,178350833.9,true,95000,100000,5000,95000
protobuf,book_large,49,7,3963,4727,7259,9575,3973.2,3092,15823,429.6,0.108128,1.1928,1.8317,2.4161,6455,7483,10127,13711,6470.1,5304,20799,605.8,0.093633,1.1593,1.5689,2.1241,10431,12271,14759,19039,10442.8,8504,24575,975.5,0.093410,0.076407,1.1764,1.4149,1.8252,1840.0,1839.2,1414,2224,97196.1,178759365.7,true,95000,100000,5000,95000
protobuf,book_large,50,8,3949,4775,7331,8903,3963.8,3082,12983,448.6,0.113183,1.2092,1.8564,2.2545,6587,7611,10407,13871,6602.4,5532,25823,608.9,0.092228,1.1555,1.5799,2.1058,10551,12463,15079,19503,10565.6,8720,30255,996.5,0.094313,0.074874,1.1812,1.4292,1.8485,1838.0,1837.4,1413,2224,97474.4,179098074.1,true,95000,100000,5000,95000
protobuf,book_large,51,9,3971,4735,7275,14591,3982.8,3104,21807,453.9,0.113968,1.1924,1.8320,3.6744,6431,7459,10119,11383,6447.2,5296,25103,607.0,0.094150,1.1599,1.5735,1.7700,10407,12263,14775,27327,10429.5,8512,29343,984.4,0.094389,0.075046,1.1783,1.4197,2.6258,1838.0,1837.5,1413,2224,97340.8,178864265.3,true,95000,100000,5000,95000
protobuf,book_large,52,10,3975,4751,7251,8011,3989.0,3116,34783,448.0,0.112316,1.1952,1.8242,2.0153,6527,7523,10247,11423,6542.0,5436,38335,615.2,0.094032,1.1526,1.5699,1.7501,10511,12335,14871,19599,10530.5,8640,42303,994.4,0.094432,0.076777,1.1735,1.4148,1.8646,1839.0,1838.8,1414,2224,97305.4,178924127.7,true,95000,100000,5000,95000
protobuf,book_large,53,11,4119,4731,7307,8139,4103.8,3114,13143,366.3,0.089262,1.1486,1.7740,1.9760,6463,7487,10111,11431,6474.0,5304,37951,630.0,0.097316,1.1584,1.5644,1.7687,10599,12343,14783,19823,10577.3,8600,42303,921.4,0.087111,0.067082,1.1645,1.3948,1.8703,1838.0,1838.3,1413,2224,97328.3,178918833.1,true,95000,100000,5000,95000
protobuf,book_large,54,12,3963,4771,7295,7871,3976.7,3070,20895,452.8,0.113851,1.2039,1.8408,1.9861,6451,7591,10263,11391,6483.9,5300,33023,624.2,0.096266,1.1767,1.5909,1.7658,10423,12407,14935,18127,10460.1,8440,37279,1014.9,0.097025,0.076753,1.1903,1.4329,1.7391,1838.0,1838.6,1414,2224,97308.6,178913723.0,true,95000,100000,5000,95000
protobuf,book_large,55,13,3961,4751,7279,8083,3970.7,3066,20495,445.8,0.112261,1.1994,1.8377,2.0406,6447,7519,10271,20639,6470.2,5308,39807,662.4,0.102375,1.1663,1.5931,3.2013,10423,12319,14911,26271,10440.4,8408,44191,1027.9,0.098453,0.077521,1.1819,1.4306,2.5205,1838.0,1838.2,1413,2224,97372.9,178993590.7,true,95000,100000,5000,95000
protobuf,book_large,56,14,3983,4827,7247,10351,3997.9,3108,35327,477.4,0.119403,1.2119,1.8195,2.5988,6455,8767,13743,14543,6488.4,5300,34719,733.6,0.113067,1.3582,2.1290,2.2530,10447,13415,20527,23983,10485.8,8456,42655,1133.2,0.108074,0.075141,1.2841,1.9649,2.2957,1839.0,1838.7,1413,2224,97388.6,179063716.2,true,95000,100000,5000,95000
protobuf,book_large,57,15,3967,4735,7275,15895,3993.8,3116,346623,2224.8,0.557064,1.1936,1.8339,4.0068,6403,7403,10231,38751,6448.7,5324,376575,3275.8,0.507986,1.1562,1.5978,6.0520,10383,12255,14855,353279,10442.0,8520,380415,4123.9,0.394930,0.075315,1.1803,1.4307,34.0248,1838.0,1838.4,1414,2224,97362.4,178988427.4,true,95000,100000,5000,95000
protobuf,book_large,58,16,3961,4731,7211,7815,3973.0,3112,20767,425.2,0.107026,1.1944,1.8205,1.9730,6439,7467,10111,12431,6454.4,5280,25183,608.9,0.094332,1.1597,1.5703,1.9306,10415,12255,14751,17103,10426.9,8512,29247,973.9,0.093404,0.075276,1.1767,1.4163,1.6422,1838.0,1838.5,1413,2224,96909.0,178162433.3,true,95000,100000,5000,95000
protobuf,book_large,59,17,3981,4739,7355,8687,3987.7,3092,14575,435.7,0.109264,1.1904,1.8475,2.1821,6431,7459,10215,13399,6444.8,5292,25663,606.2,0.094054,1.1599,1.5884,2.0835,10423,12287,14887,19199,10432.0,8504,29279,980.1,0.093952,0.075698,1.1788,1.4283,1.8420,1838.0,1837.8,1414,2224,97303.0,178822491.4,true,95000,100000,5000,95000
protobuf,book_large,60,18,3977,4735,7391,8567,3985.9,3126,21999,444.0,0.111383,1.1906,1.8584,2.1541,6463,7487,10263,11991,6475.3,5320,25471,607.2,0.093779,1.1584,1.5880,1.8553,10447,12311,14919,21743,10460.7,8512,29903,981.9,0.093861,0.074758,1.1784,1.4281,2.0813,1840.0,1839.6,1413,2224,97019.9,178474805.2,true,95000,100000,5000,95000
protobuf,book_large,61,19,3949,4879,7455,9591,3980.9,3058,35135,497.0,0.124841,1.2355,1.8878,2.4287,6487,8887,13935,16479,6550.3,5308,25215,754.9,0.115246,1.3700,2.1481,2.5403,10447,13623,20767,23471,10530.7,8408,42527,1178.3,0.111889,0.082416,1.3040,1.9878,2.2467,1838.0,1838.2,1413,2224,97134.7,178552264.9,true,95000,100000,5000,95000
protobuf,book_large,62,20,3957,4735,7263,7875,3971.1,3112,29679,437.3,0.110129,1.1966,1.8355,1.9901,6427,7467,10159,11023,6441.5,5316,19503,595.0,0.092367,1.1618,1.5807,1.7151,10391,12247,14807,15591,10412.1,8480,37599,973.2,0.093464,0.075835,1.1786,1.4250,1.5004,1838.0,1837.4,1414,2224,97338.8,178854196.1,true,95000,100000,5000,95000
